expiry_code,strike,cp,oi,data_date
202608F1,47400,C,47,2026-08-05
202608F2,47400,C,3,2026-08-05
202608F1,47400,P,0,2026-08-05
202608F2,47400,P,0,2026-08-05
202608F1,47500,C,110,2026-08-05
202608F2,47500,C,4,2026-08-05
202608F2,47500,P,0,2026-08-05
202608F1,47500,P,0,2026-08-05
202608F1,47600,C,24,2026-08-05
202608F2,47600,C,6,2026-08-05
202608F2,47600,P,0,2026-08-05
202608F1,47600,P,0,2026-08-05
202608F1,47700,C,14,2026-08-05
202608F2,47700,C,3,2026-08-05
202608F2,47700,P,0,2026-08-05
202608F1,47700,P,0,2026-08-05
202608F1,47800,C,38,2026-08-05
202608F2,47800,C,2,2026-08-05
202608F1,47800,P,0,2026-08-05
202608F2,47800,P,0,2026-08-05
202608F1,47900,C,5,2026-08-05
202608F1,47900,P,0,2026-08-05
202608F1,48000,C,1132,2026-08-05
202608F1,48000,P,0,2026-08-05
202608F1,48100,C,26,2026-08-05
202608F1,48100,P,0,2026-08-05
202608F1,48200,C,28,2026-08-05
202608F1,48200,P,0,2026-08-05
202608F1,48300,C,3,2026-08-05
202608F1,48300,P,0,2026-08-05
202608F1,48400,C,8,2026-08-05
202608F1,48400,P,0,2026-08-05
202608F1,48500,C,27,2026-08-05
202608F1,48500,P,0,2026-08-05
202608F1,48600,C,20,2026-08-05
202608F1,48600,P,0,2026-08-05
202608F1,48700,C,9,2026-08-05
202608F1,48700,P,0,2026-08-05
202608F1,48800,C,17,2026-08-05
202608F1,48800,P,0,2026-08-05
202608F1,48900,C,28,2026-08-05
202608F1,48900,P,0,2026-08-05
202608F1,49000,C,16,2026-08-05
202608F1,49000,P,0,2026-08-05
202608F1,49100,C,4,2026-08-05
202608F1,49100,P,0,2026-08-05
202608F1,49200,C,10,2026-08-05
202608F1,49200,P,0,2026-08-05
202608F1,49300,C,2,2026-08-05
202608F1,49300,P,0,2026-08-05
202608F1,49400,C,177,2026-08-05
202608F1,49400,P,0,2026-08-05
202608W1,35900,C,0,2026-08-05
202608W1,35900,P,1145,2026-08-05
202608W1,36000,C,0,2026-08-05
202608W1,36000,P,831,2026-08-05
202608W1,36100,C,0,2026-08-05
202608W1,36100,P,79,2026-08-05
202608W1,36200,C,0,2026-08-05
202608W1,36200,P,45,2026-08-05
202608W1,36300,C,0,2026-08-05
202608W1,36300,P,155,2026-08-05
202608W1,36400,C,0,2026-08-05
202608W1,36400,P,20,2026-08-05
202608W1,36500,C,0,2026-08-05
202608W1,36500,P,171,2026-08-05
202608W1,36600,C,0,2026-08-05
202608W1,36600,P,93,2026-08-05
202608W1,36700,C,0,2026-08-05
202608W1,36700,P,62,2026-08-05
202608W1,36800,C,0,2026-08-05
202608W1,36800,P,83,2026-08-05
202608W1,36900,C,0,2026-08-05
202608W1,36900,P,138,2026-08-05
202608W1,37000,C,0,2026-08-05
202608W1,37000,P,567,2026-08-05
202608W1,37100,C,0,2026-08-05
202608W1,37100,P,55,2026-08-05
202608W1,37200,C,0,2026-08-05
202608W1,37200,P,82,2026-08-05
202608W1,37300,C,0,2026-08-05
202608W1,37300,P,23,2026-08-05
202608W1,37400,C,0,2026-08-05
202608W1,37400,P,132,2026-08-05
202608W1,37500,C,0,2026-08-05
202608W1,37500,P,213,2026-08-05
202608W1,37600,C,0,2026-08-05
202608W1,37600,P,145,2026-08-05
202608W1,37700,C,0,2026-08-05
202608W1,37700,P,80,2026-08-05
202608W1,37800,C,0,2026-08-05
202608W1,37800,P,125,2026-08-05
202608W1,37900,C,0,2026-08-05
202608W1,37900,P,235,2026-08-05
202608W1,38000,C,0,2026-08-05
202608W1,38000,P,1833,2026-08-05
202608W1,38100,C,0,2026-08-05
202608W1,38100,P,151,2026-08-05
202608W1,38200,C,0,2026-08-05
202608W1,38200,P,289,2026-08-05
202608W1,38300,C,0,2026-08-05
202608W1,38300,P,124,2026-08-05
202608W1,38400,C,0,2026-08-05
202608W1,38400,P,167,2026-08-05
202608W1,38500,C,600,2026-08-05
202608W1,38500,P,447,2026-08-05
202608W1,38600,C,0,2026-08-05
202608W1,38600,P,356,2026-08-05
202608W1,38700,C,0,2026-08-05
202608W1,38700,P,167,2026-08-05
202608W1,38750,C,0,2026-08-05
202608W1,38750,P,73,2026-08-05
202608W1,38800,C,0,2026-08-05
202608W1,38800,P,230,2026-08-05
202608W1,38850,C,0,2026-08-05
202608W1,38850,P,76,2026-08-05
202608W1,38900,C,2,2026-08-05
202608W1,38900,P,166,2026-08-05
202608W1,38950,C,0,2026-08-05
202608W1,38950,P,175,2026-08-05
202608W1,39000,C,1,2026-08-05
202608W1,39000,P,1740,2026-08-05
202608W1,39050,C,0,2026-08-05
202608W1,39050,P,196,2026-08-05
202608W1,39100,C,7,2026-08-05
202608W1,39100,P,144,2026-08-05
202608W1,39150,C,2,2026-08-05
202608W1,39150,P,153,2026-08-05
202608W1,39200,C,18,2026-08-05
202608W1,39200,P,370,2026-08-05
202608W1,39250,C,18,2026-08-05
202608W1,39250,P,91,2026-08-05
202608W1,39300,C,9,2026-08-05
202608W1,39300,P,199,2026-08-05
202608W1,39350,C,5,2026-08-05
202608W1,39350,P,75,2026-08-05
202608W1,39400,C,20,2026-08-05
202608W1,39400,P,170,2026-08-05
202608W1,39450,C,9,2026-08-05
202608W1,39450,P,83,2026-08-05
202608W1,39500,C,56,2026-08-05
202608W1,39500,P,1028,2026-08-05
202608W1,39550,C,7,2026-08-05
202608W1,39550,P,243,2026-08-05
202608W1,39600,C,11,2026-08-05
202608W1,39600,P,826,2026-08-05
202608W1,39650,C,1,2026-08-05
202608W1,39650,P,163,2026-08-05
202608W1,39700,C,9,2026-08-05
202608W1,39700,P,256,2026-08-05
202608W1,39750,C,4,2026-08-05
202608W1,39750,P,131,2026-08-05
202608W1,39800,C,9,2026-08-05
202608W1,39800,P,721,2026-08-05
202608W1,39850,C,54,2026-08-05
202608W1,39850,P,100,2026-08-05
202608W1,39900,C,22,2026-08-05
202608W1,39900,P,379,2026-08-05
202608W1,39950,C,18,2026-08-05
202608W1,39950,P,211,2026-08-05
202608W1,40000,C,22,2026-08-05
202608W1,40000,P,3432,2026-08-05
202608W1,40050,C,25,2026-08-05
202608W1,40050,P,212,2026-08-05
202608W1,40100,C,12,2026-08-05
202608W1,40100,P,586,2026-08-05
202608W1,40150,C,18,2026-08-05
202608W1,40150,P,263,2026-08-05
202608W1,40200,C,15,2026-08-05
202608W1,40200,P,598,2026-08-05
202608W1,40250,C,6,2026-08-05
202608W1,40250,P,122,2026-08-05
202608W1,40300,C,39,2026-08-05
202608W1,40300,P,569,2026-08-05
202608W1,40350,C,3,2026-08-05
202608W1,40350,P,165,2026-08-05
202608W1,40400,C,22,2026-08-05
202608W1,40400,P,538,2026-08-05
202608W1,40450,C,18,2026-08-05
202608W1,40450,P,151,2026-08-05
202608W1,40500,C,60,2026-08-05
202608W1,40500,P,1119,2026-08-05
202608W1,40550,C,12,2026-08-05
202608W1,40550,P,155,2026-08-05
202608W1,40600,C,24,2026-08-05
202608W1,40600,P,488,2026-08-05
202608W1,40650,C,7,2026-08-05
202608W1,40650,P,232,2026-08-05
202608W1,40700,C,14,2026-08-05
202608W1,40700,P,502,2026-08-05
202608W1,40750,C,10,2026-08-05
202608W1,40750,P,121,2026-08-05
202608W1,40800,C,39,2026-08-05
202608W1,40800,P,403,2026-08-05
202608W1,40850,C,12,2026-08-05
202608W1,40850,P,161,2026-08-05
202608W1,40900,C,34,2026-08-05
202608W1,40900,P,241,2026-08-05
202608W1,40950,C,8,2026-08-05
202608W1,40950,P,109,2026-08-05
202608W1,41000,C,81,2026-08-05
202608W1,41000,P,1935,2026-08-05
202608W1,41050,C,13,2026-08-05
202608W1,41050,P,179,2026-08-05
202608W1,41100,C,527,2026-08-05
202608W1,41100,P,383,2026-08-05
202608W1,41150,C,38,2026-08-05
202608W1,41150,P,96,2026-08-05
202608W1,41200,C,26,2026-08-05
202608W1,41200,P,287,2026-08-05
202608W1,41250,C,41,2026-08-05
202608W1,41250,P,154,2026-08-05
202608W1,41300,C,406,2026-08-05
202608W1,41300,P,270,2026-08-05
202608W1,41350,C,79,2026-08-05
202608W1,41350,P,135,2026-08-05
202608W1,41400,C,45,2026-08-05
202608W1,41400,P,269,2026-08-05
202608W1,41450,C,24,2026-08-05
202608W1,41450,P,103,2026-08-05
202608W1,41500,C,63,2026-08-05
202608W1,41500,P,1240,2026-08-05
202608W1,41550,C,51,2026-08-05
202608W1,41550,P,114,2026-08-05
202608W1,41600,C,104,2026-08-05
202608W1,41600,P,266,2026-08-05
202608W1,41650,C,24,2026-08-05
202608W1,41650,P,96,2026-08-05
202608W1,41700,C,76,2026-08-05
202608W1,41700,P,201,2026-08-05
202608W1,41750,C,9,2026-08-05
202608W1,41750,P,50,2026-08-05
202608W1,41800,C,47,2026-08-05
202608W1,41800,P,273,2026-08-05
202608W1,41850,C,18,2026-08-05
202608W1,41850,P,141,2026-08-05
202608W1,41900,C,75,2026-08-05
202608W1,41900,P,243,2026-08-05
202608W1,41950,C,56,2026-08-05
202608W1,41950,P,101,2026-08-05
202608W1,42000,C,190,2026-08-05
202608W1,42000,P,2486,2026-08-05
202608W1,42050,C,22,2026-08-05
202608W1,42050,P,235,2026-08-05
202608W1,42100,C,22,2026-08-05
202608W1,42100,P,302,2026-08-05
202608W1,42150,C,54,2026-08-05
202608W1,42150,P,161,2026-08-05
202608W1,42200,C,135,2026-08-05
202608W1,42200,P,403,2026-08-05
202608W1,42250,C,71,2026-08-05
202608W1,42250,P,164,2026-08-05
202608W1,42300,C,73,2026-08-05
202608W1,42300,P,418,2026-08-05
202608W1,42350,C,57,2026-08-05
202608W1,42350,P,162,2026-08-05
202608W1,42400,C,157,2026-08-05
202608W1,42400,P,349,2026-08-05
202608W1,42450,C,51,2026-08-05
202608W1,42450,P,156,2026-08-05
202608W1,42500,C,177,2026-08-05
202608W1,42500,P,1300,2026-08-05
202608W1,42550,C,65,2026-08-05
202608W1,42550,P,149,2026-08-05
202608W1,42600,C,155,2026-08-05
202608W1,42600,P,557,2026-08-05
202608W1,42650,C,139,2026-08-05
202608W1,42650,P,202,2026-08-05
202608W1,42700,C,135,2026-08-05
202608W1,42700,P,405,2026-08-05
202608W1,42750,C,97,2026-08-05
202608W1,42750,P,199,2026-08-05
202608W1,42800,C,136,2026-08-05
202608W1,42800,P,667,2026-08-05
202608W1,42850,C,94,2026-08-05
202608W1,42850,P,250,2026-08-05
202608W1,42900,C,125,2026-08-05
202608W1,42900,P,444,2026-08-05
202608W1,42950,C,69,2026-08-05
202608W1,42950,P,150,2026-08-05
202608W1,43000,C,288,2026-08-05
202608W1,43000,P,2623,2026-08-05
202608W1,43050,C,92,2026-08-05
202608W1,43050,P,292,2026-08-05
202608W1,43100,C,175,2026-08-05
202608W1,43100,P,677,2026-08-05
202608W1,43150,C,149,2026-08-05
202608W1,43150,P,299,2026-08-05
202608W1,43200,C,239,2026-08-05
202608W1,43200,P,692,2026-08-05
202608W1,43250,C,73,2026-08-05
202608W1,43250,P,351,2026-08-05
202608W1,43300,C,396,2026-08-05
202608W1,43300,P,1119,2026-08-05
202608W1,43350,C,124,2026-08-05
202608W1,43350,P,433,2026-08-05
202608W1,43400,C,326,2026-08-05
202608W1,43400,P,1045,2026-08-05
202608W1,43450,C,144,2026-08-05
202608W1,43450,P,347,2026-08-05
202608W1,43500,C,541,2026-08-05
202608W1,43500,P,1564,2026-08-05
202608W1,43550,C,89,2026-08-05
202608W1,43550,P,550,2026-08-05
202608W1,43600,C,404,2026-08-05
202608W1,43600,P,1352,2026-08-05
202608W1,43650,C,80,2026-08-05
202608W1,43650,P,498,2026-08-05
202608W1,43700,C,215,2026-08-05
202608W1,43700,P,1303,2026-08-05
202608W1,43750,C,192,2026-08-05
202608W1,43750,P,725,2026-08-05
202608W1,43800,C,478,2026-08-05
202608W1,43800,P,1996,2026-08-05
202608W1,43850,C,137,2026-08-05
202608W1,43850,P,971,2026-08-05
202608W1,43900,C,359,2026-08-05
202608W1,43900,P,823,2026-08-05
202608W1,43950,C,164,2026-08-05
202608W1,43950,P,662,2026-08-05
202608W1,44000,C,3424,2026-08-05
202608W1,44000,P,3211,2026-08-05
202608W1,44050,C,140,2026-08-05
202608W1,44050,P,421,2026-08-05
202608W1,44100,C,362,2026-08-05
202608W1,44100,P,703,2026-08-05
202608W1,44150,C,146,2026-08-05
202608W1,44150,P,540,2026-08-05
202608W1,44200,C,512,2026-08-05
202608W1,44200,P,1619,2026-08-05
202608W1,44250,C,179,2026-08-05
202608W1,44250,P,621,2026-08-05
202608W1,44300,C,464,2026-08-05
202608W1,44300,P,2178,2026-08-05
202608W1,44350,C,227,2026-08-05
202608W1,44350,P,860,2026-08-05
202608W1,44400,C,635,2026-08-05
202608W1,44400,P,2246,2026-08-05
202608W1,44450,C,562,2026-08-05
202608W1,44450,P,2211,2026-08-05
202608W1,44500,C,1346,2026-08-05
202608W1,44500,P,3438,2026-08-05
202608W1,44550,C,857,2026-08-05
202608W1,44550,P,2733,2026-08-05
202608W1,44600,C,2822,2026-08-05
202608W1,44600,P,2280,2026-08-05
202608W1,44650,C,2939,2026-08-05
202608W1,44650,P,476,2026-08-05
202608W1,44700,C,3297,2026-08-05
202608W1,44700,P,435,2026-08-05
202608W1,44750,C,2153,2026-08-05
202608W1,44750,P,189,2026-08-05
202608W1,44800,C,2957,2026-08-05
202608W1,44800,P,483,2026-08-05
202608W1,44850,C,2122,2026-08-05
202608W1,44850,P,705,2026-08-05
202608W1,44900,C,2323,2026-08-05
202608W1,44900,P,825,2026-08-05
202608W1,44950,C,799,2026-08-05
202608W1,44950,P,358,2026-08-05
202608W1,45000,C,6634,2026-08-05
202608W1,45000,P,226,2026-08-05
202608W1,45050,C,947,2026-08-05
202608W1,45050,P,66,2026-08-05
202608W1,45100,C,1325,2026-08-05
202608W1,45100,P,90,2026-08-05
202608W1,45150,C,614,2026-08-05
202608W1,45150,P,46,2026-08-05
202608W1,45200,C,1779,2026-08-05
202608W1,45200,P,49,2026-08-05
202608W1,45250,C,600,2026-08-05
202608W1,45250,P,38,2026-08-05
202608W1,45300,C,1295,2026-08-05
202608W1,45300,P,26,2026-08-05
202608W1,45350,C,424,2026-08-05
202608W1,45350,P,49,2026-08-05
202608W1,45400,C,1742,2026-08-05
202608W1,45400,P,57,2026-08-05
202608W1,45450,C,471,2026-08-05
202608W1,45450,P,62,2026-08-05
202608W1,45500,C,2591,2026-08-05
202608W1,45500,P,1,2026-08-05
202608W1,45550,C,397,2026-08-05
202608W1,45550,P,2,2026-08-05
202608W1,45600,C,1492,2026-08-05
202608W1,45600,P,4,2026-08-05
202608W1,45650,C,716,2026-08-05
202608W1,45650,P,0,2026-08-05
202608W1,45700,C,1021,2026-08-05
202608W1,45700,P,2,2026-08-05
202608W1,45750,C,387,2026-08-05
202608W1,45750,P,0,2026-08-05
202608W1,45800,C,710,2026-08-05
202608W1,45800,P,1,2026-08-05
202608W1,45850,C,285,2026-08-05
202608W1,45850,P,0,2026-08-05
202608W1,45900,C,398,2026-08-05
202608W1,45900,P,1,2026-08-05
202608W1,45950,C,280,2026-08-05
202608W1,45950,P,0,2026-08-05
202608W1,46000,C,4027,2026-08-05
202608W1,46000,P,0,2026-08-05
202608W1,46050,C,169,2026-08-05
202608W1,46050,P,0,2026-08-05
202608W1,46100,C,229,2026-08-05
202608W1,46100,P,1,2026-08-05
202608W1,46150,C,53,2026-08-05
202608W1,46150,P,0,2026-08-05
202608W1,46200,C,178,2026-08-05
202608W1,46200,P,0,2026-08-05
202608W1,46300,C,189,2026-08-05
202608W1,46300,P,0,2026-08-05
202608W1,46400,C,183,2026-08-05
202608W1,46400,P,0,2026-08-05
202608W1,46500,C,3836,2026-08-05
202608W1,46500,P,0,2026-08-05
202608W1,46600,C,372,2026-08-05
202608W1,46600,P,0,2026-08-05
202608W1,46700,C,83,2026-08-05
202608W1,46700,P,0,2026-08-05
202608W1,46800,C,253,2026-08-05
202608W1,46800,P,0,2026-08-05
202608W1,46900,C,57,2026-08-05
202608W1,46900,P,0,2026-08-05
202608W1,47000,C,1188,2026-08-05
202608W1,47000,P,0,2026-08-05
202608W1,47100,C,125,2026-08-05
202608W1,47100,P,1,2026-08-05
202608W1,47200,C,113,2026-08-05
202608W1,47200,P,0,2026-08-05
202608W1,47300,C,18,2026-08-05
202608W1,47300,P,0,2026-08-05
202608W1,47400,C,94,2026-08-05
202608W1,47400,P,0,2026-08-05
202608W1,47500,C,1158,2026-08-05
202608W1,47500,P,0,2026-08-05
202608W1,47600,C,89,2026-08-05
202608W1,47600,P,0,2026-08-05
202608W1,47700,C,12,2026-08-05
202608W1,47700,P,0,2026-08-05
202608W1,47800,C,7,2026-08-05
202608W1,47800,P,0,2026-08-05
202608W1,47900,C,24,2026-08-05
202608W1,47900,P,0,2026-08-05
202608W1,48000,C,337,2026-08-05
202608W1,48000,P,0,2026-08-05
202608W1,48100,C,5,2026-08-05
202608W1,48100,P,0,2026-08-05
202608W1,48200,C,6,2026-08-05
202608W1,48200,P,0,2026-08-05
202608W1,48300,C,27,2026-08-05
202608W1,48300,P,0,2026-08-05
202608W1,48400,C,8,2026-08-05
202608W1,48400,P,0,2026-08-05
202608W1,48500,C,10,2026-08-05
202608W1,48500,P,0,2026-08-05
202608W1,48600,C,3,2026-08-05
202608W1,48600,P,0,2026-08-05
202608W1,48700,C,12,2026-08-05
202608W1,48700,P,0,2026-08-05
202608W1,48800,C,7,2026-08-05
202608W1,48800,P,0,2026-08-05
202608W1,48900,C,7,2026-08-05
202608W1,48900,P,0,2026-08-05
202608W1,49000,C,23,2026-08-05
202608W1,49000,P,0,2026-08-05
202608W1,49100,C,7,2026-08-05
202608W1,49100,P,0,2026-08-05
202608W1,49200,C,8,2026-08-05
202608W1,49200,P,0,2026-08-05
202608W1,49300,C,3,2026-08-05
202608W1,49300,P,0,2026-08-05
202608W1,49400,C,532,2026-08-05
202608W1,49400,P,0,2026-08-05
202608W2,35900,C,0,2026-08-05
202608W2,35900,P,292,2026-08-05
202608W2,36000,C,0,2026-08-05
202608W2,36000,P,137,2026-08-05
202608W2,36100,C,0,2026-08-05
202608W2,36100,P,1,2026-08-05
202608W2,36200,C,0,2026-08-05
202608W2,36200,P,0,2026-08-05
202608W2,36300,C,0,2026-08-05
202608W2,36300,P,3,2026-08-05
202608W2,36400,C,0,2026-08-05
202608W2,36400,P,0,2026-08-05
202608W2,36500,C,0,2026-08-05
202608W2,36500,P,9,2026-08-05
202608W2,36600,C,0,2026-08-05
202608W2,36600,P,0,2026-08-05
202608W2,36700,C,0,2026-08-05
202608W2,36700,P,1,2026-08-05
202608W2,36800,C,0,2026-08-05
202608W2,36800,P,1,2026-08-05
202608W2,36900,C,0,2026-08-05
202608W2,36900,P,1,2026-08-05
202608W2,37000,C,0,2026-08-05
202608W2,37000,P,11,2026-08-05
202608W2,37100,C,0,2026-08-05
202608W2,37100,P,0,2026-08-05
202608W2,37200,C,0,2026-08-05
202608W2,37200,P,5,2026-08-05
202608W2,37300,C,0,2026-08-05
202608W2,37300,P,2,2026-08-05
202608W2,37400,C,0,2026-08-05
202608W2,37400,P,26,2026-08-05
202608W2,37500,C,0,2026-08-05
202608W2,37500,P,15,2026-08-05
202608W2,37600,C,0,2026-08-05
202608W2,37600,P,6,2026-08-05
202608W2,37700,C,0,2026-08-05
202608W2,37700,P,4,2026-08-05
202608W2,37800,C,0,2026-08-05
202608W2,37800,P,7,2026-08-05
202608W2,37900,C,0,2026-08-05
202608W2,37900,P,1,2026-08-05
202608W2,38000,C,0,2026-08-05
202608W2,38000,P,35,2026-08-05
202608W2,38100,C,0,2026-08-05
202608W2,38100,P,20,2026-08-05
202608W2,38200,C,0,2026-08-05
202608W2,38200,P,22,2026-08-05
202608W2,38300,C,0,2026-08-05
202608W2,38300,P,35,2026-08-05
202608W2,38400,C,0,2026-08-05
202608W2,38400,P,8,2026-08-05
202608W2,38500,C,0,2026-08-05
202608W2,38500,P,249,2026-08-05
202608W2,38600,C,0,2026-08-05
202608W2,38600,P,27,2026-08-05
202608W2,38700,C,0,2026-08-05
202608W2,38700,P,161,2026-08-05
202608W2,38750,C,0,2026-08-05
202608W2,38750,P,1,2026-08-05
202608W2,38800,C,0,2026-08-05
202608W2,38800,P,143,2026-08-05
202608W2,38850,C,0,2026-08-05
202608W2,38850,P,1,2026-08-05
202608W2,38900,C,0,2026-08-05
202608W2,38900,P,260,2026-08-05
202608W2,38950,C,0,2026-08-05
202608W2,38950,P,4,2026-08-05
202608W2,39000,C,0,2026-08-05
202608W2,39000,P,171,2026-08-05
202608W2,39050,C,0,2026-08-05
202608W2,39050,P,0,2026-08-05
202608W2,39100,C,0,2026-08-05
202608W2,39100,P,1,2026-08-05
202608W2,39150,C,0,2026-08-05
202608W2,39150,P,1,2026-08-05
202608W2,39200,C,0,2026-08-05
202608W2,39200,P,7,2026-08-05
202608W2,39250,C,0,2026-08-05
202608W2,39250,P,8,2026-08-05
202608W2,39300,C,0,2026-08-05
202608W2,39300,P,5,2026-08-05
202608W2,39350,C,0,2026-08-05
202608W2,39350,P,1,2026-08-05
202608W2,39400,C,0,2026-08-05
202608W2,39400,P,4,2026-08-05
202608W2,39450,C,0,2026-08-05
202608W2,39450,P,0,2026-08-05
202608W2,39500,C,0,2026-08-05
202608W2,39500,P,16,2026-08-05
202608W2,39550,C,0,2026-08-05
202608W2,39550,P,0,2026-08-05
202608W2,39600,C,1,2026-08-05
202608W2,39600,P,5,2026-08-05
202608W2,39650,C,0,2026-08-05
202608W2,39650,P,3,2026-08-05
202608W2,39700,C,0,2026-08-05
202608W2,39700,P,3,2026-08-05
202608W2,39750,C,0,2026-08-05
202608W2,39750,P,0,2026-08-05
202608W2,39800,C,0,2026-08-05
202608W2,39800,P,45,2026-08-05
202608W2,39850,C,0,2026-08-05
202608W2,39850,P,1,2026-08-05
202608W2,39900,C,0,2026-08-05
202608W2,39900,P,2,2026-08-05
202608W2,39950,C,0,2026-08-05
202608W2,39950,P,1,2026-08-05
202608W2,40000,C,1,2026-08-05
202608W2,40000,P,195,2026-08-05
202608W2,40050,C,0,2026-08-05
202608W2,40050,P,7,2026-08-05
202608W2,40100,C,0,2026-08-05
202608W2,40100,P,0,2026-08-05
202608W2,40150,C,0,2026-08-05
202608W2,40150,P,1,2026-08-05
202608W2,40200,C,0,2026-08-05
202608W2,40200,P,29,2026-08-05
202608W2,40250,C,0,2026-08-05
202608W2,40250,P,1,2026-08-05
202608W2,40300,C,1,2026-08-05
202608W2,40300,P,31,2026-08-05
202608W2,40350,C,0,2026-08-05
202608W2,40350,P,2,2026-08-05
202608W2,40400,C,0,2026-08-05
202608W2,40400,P,23,2026-08-05
202608W2,40450,C,0,2026-08-05
202608W2,40450,P,1,2026-08-05
202608W2,40500,C,0,2026-08-05
202608W2,40500,P,99,2026-08-05
202608W2,40550,C,0,2026-08-05
202608W2,40550,P,1,2026-08-05
202608W2,40600,C,0,2026-08-05
202608W2,40600,P,2,2026-08-05
202608W2,40650,C,0,2026-08-05
202608W2,40650,P,3,2026-08-05
202608W2,40700,C,0,2026-08-05
202608W2,40700,P,8,2026-08-05
202608W2,40750,C,0,2026-08-05
202608W2,40750,P,5,2026-08-05
202608W2,40800,C,1,2026-08-05
202608W2,40800,P,40,2026-08-05
202608W2,40850,C,0,2026-08-05
202608W2,40850,P,1,2026-08-05
202608W2,40900,C,0,2026-08-05
202608W2,40900,P,42,2026-08-05
202608W2,40950,C,0,2026-08-05
202608W2,40950,P,1,2026-08-05
202608W2,41000,C,1,2026-08-05
202608W2,41000,P,91,2026-08-05
202608W2,41050,C,0,2026-08-05
202608W2,41050,P,2,2026-08-05
202608W2,41100,C,1,2026-08-05
202608W2,41100,P,5,2026-08-05
202608W2,41150,C,0,2026-08-05
202608W2,41150,P,0,2026-08-05
202608W2,41200,C,0,2026-08-05
202608W2,41200,P,46,2026-08-05
202608W2,41250,C,0,2026-08-05
202608W2,41250,P,9,2026-08-05
202608W2,41300,C,0,2026-08-05
202608W2,41300,P,9,2026-08-05
202608W2,41350,C,0,2026-08-05
202608W2,41350,P,1,2026-08-05
202608W2,41400,C,2,2026-08-05
202608W2,41400,P,1,2026-08-05
202608W2,41450,C,2,2026-08-05
202608W2,41450,P,4,2026-08-05
202608W2,41500,C,0,2026-08-05
202608W2,41500,P,201,2026-08-05
202608W2,41550,C,0,2026-08-05
202608W2,41550,P,0,2026-08-05
202608W2,41600,C,0,2026-08-05
202608W2,41600,P,13,2026-08-05
202608W2,41650,C,0,2026-08-05
202608W2,41650,P,0,2026-08-05
202608W2,41700,C,0,2026-08-05
202608W2,41700,P,6,2026-08-05
202608W2,41750,C,0,2026-08-05
202608W2,41750,P,4,2026-08-05
202608W2,41800,C,0,2026-08-05
202608W2,41800,P,10,2026-08-05
202608W2,41850,C,0,2026-08-05
202608W2,41850,P,2,2026-08-05
202608W2,41900,C,5,2026-08-05
202608W2,41900,P,11,2026-08-05
202608W2,41950,C,0,2026-08-05
202608W2,41950,P,11,2026-08-05
202608W2,42000,C,2,2026-08-05
202608W2,42000,P,74,2026-08-05
202608W2,42050,C,0,2026-08-05
202608W2,42050,P,1,2026-08-05
202608W2,42100,C,5,2026-08-05
202608W2,42100,P,6,2026-08-05
202608W2,42150,C,0,2026-08-05
202608W2,42150,P,5,2026-08-05
202608W2,42200,C,6,2026-08-05
202608W2,42200,P,21,2026-08-05
202608W2,42250,C,5,2026-08-05
202608W2,42250,P,5,2026-08-05
202608W2,42300,C,1,2026-08-05
202608W2,42300,P,10,2026-08-05
202608W2,42350,C,0,2026-08-05
202608W2,42350,P,0,2026-08-05
202608W2,42400,C,5,2026-08-05
202608W2,42400,P,16,2026-08-05
202608W2,42450,C,5,2026-08-05
202608W2,42450,P,5,2026-08-05
202608W2,42500,C,5,2026-08-05
202608W2,42500,P,30,2026-08-05
202608W2,42550,C,5,2026-08-05
202608W2,42550,P,5,2026-08-05
202608W2,42600,C,5,2026-08-05
202608W2,42600,P,15,2026-08-05
202608W2,42650,C,5,2026-08-05
202608W2,42650,P,6,2026-08-05
202608W2,42700,C,500,2026-08-05
202608W2,42700,P,21,2026-08-05
202608W2,42750,C,1,2026-08-05
202608W2,42750,P,2,2026-08-05
202608W2,42800,C,0,2026-08-05
202608W2,42800,P,30,2026-08-05
202608W2,42850,C,0,2026-08-05
202608W2,42850,P,5,2026-08-05
202608W2,42900,C,1,2026-08-05
202608W2,42900,P,10,2026-08-05
202608W2,42950,C,0,2026-08-05
202608W2,42950,P,0,2026-08-05
202608W2,43000,C,24,2026-08-05
202608W2,43000,P,56,2026-08-05
202608W2,43050,C,0,2026-08-05
202608W2,43050,P,0,2026-08-05
202608W2,43100,C,1,2026-08-05
202608W2,43100,P,8,2026-08-05
202608W2,43150,C,0,2026-08-05
202608W2,43150,P,0,2026-08-05
202608W2,43200,C,5,2026-08-05
202608W2,43200,P,8,2026-08-05
202608W2,43250,C,0,2026-08-05
202608W2,43250,P,2,2026-08-05
202608W2,43300,C,2,2026-08-05
202608W2,43300,P,15,2026-08-05
202608W2,43350,C,1,2026-08-05
202608W2,43350,P,9,2026-08-05
202608W2,43400,C,1,2026-08-05
202608W2,43400,P,48,2026-08-05
202608W2,43450,C,0,2026-08-05
202608W2,43450,P,2,2026-08-05
202608W2,43500,C,28,2026-08-05
202608W2,43500,P,100,2026-08-05
202608W2,43550,C,0,2026-08-05
202608W2,43550,P,0,2026-08-05
202608W2,43600,C,2,2026-08-05
202608W2,43600,P,69,2026-08-05
202608W2,43650,C,0,2026-08-05
202608W2,43650,P,1,2026-08-05
202608W2,43700,C,0,2026-08-05
202608W2,43700,P,4,2026-08-05
202608W2,43750,C,0,2026-08-05
