expiry_code,strike,cp,oi,data_date
202608W2,43750,P,0,2026-08-05
202608W2,43800,C,3,2026-08-05
202608W2,43800,P,16,2026-08-05
202608W2,43850,C,0,2026-08-05
202608W2,43850,P,0,2026-08-05
202608W2,43900,C,7,2026-08-05
202608W2,43900,P,11,2026-08-05
202608W2,43950,C,1,2026-08-05
202608W2,43950,P,1,2026-08-05
202608W2,44000,C,17,2026-08-05
202608W2,44000,P,57,2026-08-05
202608W2,44050,C,0,2026-08-05
202608W2,44050,P,0,2026-08-05
202608W2,44100,C,4,2026-08-05
202608W2,44100,P,12,2026-08-05
202608W2,44150,C,0,2026-08-05
202608W2,44150,P,5,2026-08-05
202608W2,44200,C,7,2026-08-05
202608W2,44200,P,1,2026-08-05
202608W2,44250,C,0,2026-08-05
202608W2,44250,P,0,2026-08-05
202608W2,44300,C,5,2026-08-05
202608W2,44300,P,5,2026-08-05
202608W2,44350,C,2,2026-08-05
202608W2,44350,P,6,2026-08-05
202608W2,44400,C,11,2026-08-05
202608W2,44400,P,13,2026-08-05
202608W2,44450,C,5,2026-08-05
202608W2,44450,P,5,2026-08-05
202608W2,44500,C,42,2026-08-05
202608W2,44500,P,9,2026-08-05
202608W2,44550,C,5,2026-08-05
202608W2,44550,P,1,2026-08-05
202608W2,44600,C,20,2026-08-05
202608W2,44600,P,3,2026-08-05
202608W2,44650,C,5,2026-08-05
202608W2,44650,P,0,2026-08-05
202608W2,44700,C,18,2026-08-05
202608W2,44700,P,4,2026-08-05
202608W2,44800,C,32,2026-08-05
202608W2,44800,P,0,2026-08-05
202608W2,44900,C,20,2026-08-05
202608W2,44900,P,13,2026-08-05
202608W2,45000,C,57,2026-08-05
202608W2,45000,P,13,2026-08-05
202608W2,45100,C,6,2026-08-05
202608W2,45100,P,20,2026-08-05
202608W2,45200,C,12,2026-08-05
202608W2,45200,P,1,2026-08-05
202608W2,45300,C,9,2026-08-05
202608W2,45300,P,0,2026-08-05
202608W2,45400,C,42,2026-08-05
202608W2,45400,P,2,2026-08-05
202608W2,45500,C,33,2026-08-05
202608W2,45500,P,0,2026-08-05
202608W2,45600,C,5,2026-08-05
202608W2,45600,P,0,2026-08-05
202608W2,45700,C,27,2026-08-05
202608W2,45700,P,0,2026-08-05
202608W2,45800,C,30,2026-08-05
202608W2,45800,P,1,2026-08-05
202608W2,45900,C,2,2026-08-05
202608W2,45900,P,1,2026-08-05
202608W2,46000,C,96,2026-08-05
202608W2,46000,P,17,2026-08-05
202608W2,46100,C,16,2026-08-05
202608W2,46100,P,0,2026-08-05
202608W2,46200,C,47,2026-08-05
202608W2,46200,P,0,2026-08-05
202608W2,46300,C,17,2026-08-05
202608W2,46300,P,1,2026-08-05
202608W2,46400,C,32,2026-08-05
202608W2,46400,P,0,2026-08-05
202608W2,46500,C,44,2026-08-05
202608W2,46500,P,0,2026-08-05
202608W2,46600,C,10,2026-08-05
202608W2,46600,P,0,2026-08-05
202608W2,46700,C,8,2026-08-05
202608W2,46700,P,0,2026-08-05
202608W2,46800,C,42,2026-08-05
202608W2,46800,P,0,2026-08-05
202608W2,46900,C,6,2026-08-05
202608W2,46900,P,0,2026-08-05
202608W2,47000,C,77,2026-08-05
202608W2,47000,P,0,2026-08-05
202608W2,47100,C,3,2026-08-05
202608W2,47100,P,0,2026-08-05
202608W2,47200,C,108,2026-08-05
202608W2,47200,P,0,2026-08-05
202608W2,47300,C,4,2026-08-05
202608W2,47300,P,0,2026-08-05
202608W2,47400,C,115,2026-08-05
202608W2,47400,P,0,2026-08-05
202608W2,47500,C,109,2026-08-05
202608W2,47500,P,0,2026-08-05
202608W2,47600,C,145,2026-08-05
202608W2,47600,P,0,2026-08-05
202608W2,47700,C,7,2026-08-05
202608W2,47700,P,0,2026-08-05
202608W2,47800,C,54,2026-08-05
202608W2,47800,P,0,2026-08-05
202608,33900,C,0,2026-08-05
202608,33900,P,1243,2026-08-05
202608,34000,C,0,2026-08-05
202608,34000,P,4954,2026-08-05
202608,34100,C,0,2026-08-05
202608,34100,P,329,2026-08-05
202608,34200,C,0,2026-08-05
202608,34200,P,134,2026-08-05
202608,34300,C,0,2026-08-05
202608,34300,P,46,2026-08-05
202608,34400,C,0,2026-08-05
202608,34400,P,37,2026-08-05
202608,34500,C,0,2026-08-05
202608,34500,P,92,2026-08-05
202608,34600,C,0,2026-08-05
202608,34600,P,51,2026-08-05
202608,34700,C,0,2026-08-05
202608,34700,P,46,2026-08-05
202608,34800,C,0,2026-08-05
202608,34800,P,23,2026-08-05
202608,34900,C,0,2026-08-05
202608,34900,P,25,2026-08-05
202608,35000,C,0,2026-08-05
202608,35000,P,662,2026-08-05
202608,35100,C,0,2026-08-05
202608,35100,P,52,2026-08-05
202608,35200,C,0,2026-08-05
202608,35200,P,53,2026-08-05
202608,35300,C,0,2026-08-05
202608,35300,P,82,2026-08-05
202608,35400,C,0,2026-08-05
202608,35400,P,36,2026-08-05
202608,35500,C,0,2026-08-05
202608,35500,P,610,2026-08-05
202608,35600,C,0,2026-08-05
202608,35600,P,122,2026-08-05
202608,35700,C,2,2026-08-05
202608,35700,P,127,2026-08-05
202608,35800,C,0,2026-08-05
202608,35800,P,74,2026-08-05
202608,35900,C,0,2026-08-05
202608,35900,P,28,2026-08-05
202608,36000,C,1,2026-08-05
202608,36000,P,443,2026-08-05
202608,36100,C,0,2026-08-05
202608,36100,P,18,2026-08-05
202608,36200,C,0,2026-08-05
202608,36200,P,53,2026-08-05
202608,36300,C,0,2026-08-05
202608,36300,P,52,2026-08-05
202608,36400,C,0,2026-08-05
202608,36400,P,29,2026-08-05
202608,36500,C,0,2026-08-05
202608,36500,P,109,2026-08-05
202608,36600,C,0,2026-08-05
202608,36600,P,34,2026-08-05
202608,36700,C,0,2026-08-05
202608,36700,P,90,2026-08-05
202608,36800,C,0,2026-08-05
202608,36800,P,39,2026-08-05
202608,36900,C,0,2026-08-05
202608,36900,P,35,2026-08-05
202608,37000,C,0,2026-08-05
202608,37000,P,3102,2026-08-05
202608,37100,C,0,2026-08-05
202608,37100,P,332,2026-08-05
202608,37200,C,0,2026-08-05
202608,37200,P,3007,2026-08-05
202608,37300,C,0,2026-08-05
202608,37300,P,153,2026-08-05
202608,37400,C,0,2026-08-05
202608,37400,P,52,2026-08-05
202608,37500,C,0,2026-08-05
202608,37500,P,753,2026-08-05
202608,37600,C,0,2026-08-05
202608,37600,P,109,2026-08-05
202608,37700,C,2,2026-08-05
202608,37700,P,67,2026-08-05
202608,37800,C,0,2026-08-05
202608,37800,P,43,2026-08-05
202608,37900,C,0,2026-08-05
202608,37900,P,56,2026-08-05
202608,38000,C,0,2026-08-05
202608,38000,P,740,2026-08-05
202608,38100,C,0,2026-08-05
202608,38100,P,97,2026-08-05
202608,38200,C,1,2026-08-05
202608,38200,P,41,2026-08-05
202608,38300,C,0,2026-08-05
202608,38300,P,236,2026-08-05
202608,38400,C,1,2026-08-05
202608,38400,P,54,2026-08-05
202608,38500,C,5,2026-08-05
202608,38500,P,167,2026-08-05
202608,38600,C,0,2026-08-05
202608,38600,P,36,2026-08-05
202608,38700,C,1,2026-08-05
202608,38700,P,20,2026-08-05
202608,38800,C,1,2026-08-05
202608,38800,P,60,2026-08-05
202608,38900,C,1,2026-08-05
202608,38900,P,37,2026-08-05
202608,39000,C,11,2026-08-05
202608,39000,P,856,2026-08-05
202608,39100,C,5,2026-08-05
202608,39100,P,43,2026-08-05
202608,39200,C,1,2026-08-05
202608,39200,P,38,2026-08-05
202608,39300,C,3,2026-08-05
202608,39300,P,47,2026-08-05
202608,39400,C,1,2026-08-05
202608,39400,P,66,2026-08-05
202608,39500,C,8,2026-08-05
202608,39500,P,197,2026-08-05
202608,39600,C,0,2026-08-05
202608,39600,P,65,2026-08-05
202608,39700,C,1,2026-08-05
202608,39700,P,69,2026-08-05
202608,39800,C,3,2026-08-05
202608,39800,P,204,2026-08-05
202608,39900,C,3,2026-08-05
202608,39900,P,57,2026-08-05
202608,40000,C,82,2026-08-05
202608,40000,P,1941,2026-08-05
202608,40100,C,19,2026-08-05
202608,40100,P,92,2026-08-05
202608,40200,C,14,2026-08-05
202608,40200,P,118,2026-08-05
202608,40300,C,16,2026-08-05
202608,40300,P,71,2026-08-05
202608,40400,C,50,2026-08-05
202608,40400,P,93,2026-08-05
202608,40500,C,59,2026-08-05
202608,40500,P,200,2026-08-05
202608,40600,C,120,2026-08-05
202608,40600,P,204,2026-08-05
202608,40700,C,60,2026-08-05
202608,40700,P,73,2026-08-05
202608,40800,C,62,2026-08-05
202608,40800,P,115,2026-08-05
202608,40900,C,23,2026-08-05
202608,40900,P,72,2026-08-05
202608,41000,C,147,2026-08-05
202608,41000,P,520,2026-08-05
202608,41100,C,15,2026-08-05
202608,41100,P,76,2026-08-05
202608,41200,C,22,2026-08-05
202608,41200,P,46,2026-08-05
202608,41300,C,241,2026-08-05
202608,41300,P,91,2026-08-05
202608,41400,C,29,2026-08-05
202608,41400,P,46,2026-08-05
202608,41500,C,292,2026-08-05
202608,41500,P,432,2026-08-05
202608,41600,C,49,2026-08-05
202608,41600,P,133,2026-08-05
202608,41700,C,21,2026-08-05
202608,41700,P,49,2026-08-05
202608,41800,C,255,2026-08-05
202608,41800,P,104,2026-08-05
202608,41900,C,20,2026-08-05
202608,41900,P,104,2026-08-05
202608,42000,C,591,2026-08-05
202608,42000,P,580,2026-08-05
202608,42100,C,23,2026-08-05
202608,42100,P,58,2026-08-05
202608,42150,C,0,2026-08-05
202608,42150,P,0,2026-08-05
202608,42200,C,19,2026-08-05
202608,42200,P,152,2026-08-05
202608,42250,C,0,2026-08-05
202608,42250,P,0,2026-08-05
202608,42300,C,20,2026-08-05
202608,42300,P,67,2026-08-05
202608,42350,C,0,2026-08-05
202608,42350,P,0,2026-08-05
202608,42400,C,18,2026-08-05
202608,42400,P,34,2026-08-05
202608,42450,C,0,2026-08-05
202608,42450,P,1,2026-08-05
202608,42500,C,174,2026-08-05
202608,42500,P,212,2026-08-05
202608,42550,C,0,2026-08-05
202608,42550,P,0,2026-08-05
202608,42600,C,43,2026-08-05
202608,42600,P,68,2026-08-05
202608,42650,C,0,2026-08-05
202608,42650,P,8,2026-08-05
202608,42700,C,115,2026-08-05
202608,42700,P,62,2026-08-05
202608,42750,C,0,2026-08-05
202608,42750,P,1,2026-08-05
202608,42800,C,181,2026-08-05
202608,42800,P,58,2026-08-05
202608,42850,C,0,2026-08-05
202608,42850,P,0,2026-08-05
202608,42900,C,63,2026-08-05
202608,42900,P,87,2026-08-05
202608,42950,C,0,2026-08-05
202608,42950,P,6,2026-08-05
202608,43000,C,214,2026-08-05
202608,43000,P,814,2026-08-05
202608,43050,C,0,2026-08-05
202608,43050,P,2,2026-08-05
202608,43100,C,36,2026-08-05
202608,43100,P,118,2026-08-05
202608,43150,C,1,2026-08-05
202608,43150,P,5,2026-08-05
202608,43200,C,51,2026-08-05
202608,43200,P,112,2026-08-05
202608,43250,C,0,2026-08-05
202608,43250,P,4,2026-08-05
202608,43300,C,46,2026-08-05
202608,43300,P,171,2026-08-05
202608,43350,C,0,2026-08-05
202608,43350,P,2,2026-08-05
202608,43400,C,95,2026-08-05
202608,43400,P,66,2026-08-05
202608,43450,C,0,2026-08-05
202608,43450,P,3,2026-08-05
202608,43500,C,329,2026-08-05
202608,43500,P,175,2026-08-05
202608,43550,C,0,2026-08-05
202608,43550,P,8,2026-08-05
202608,43600,C,78,2026-08-05
202608,43600,P,73,2026-08-05
202608,43650,C,0,2026-08-05
202608,43650,P,4,2026-08-05
202608,43700,C,45,2026-08-05
202608,43700,P,55,2026-08-05
202608,43750,C,0,2026-08-05
202608,43750,P,3,2026-08-05
202608,43800,C,78,2026-08-05
202608,43800,P,134,2026-08-05
202608,43850,C,0,2026-08-05
202608,43850,P,6,2026-08-05
202608,43900,C,164,2026-08-05
202608,43900,P,129,2026-08-05
202608,43950,C,1,2026-08-05
202608,43950,P,6,2026-08-05
202608,44000,C,445,2026-08-05
202608,44000,P,601,2026-08-05
202608,44050,C,0,2026-08-05
202608,44050,P,6,2026-08-05
202608,44100,C,107,2026-08-05
202608,44100,P,59,2026-08-05
202608,44150,C,0,2026-08-05
202608,44150,P,4,2026-08-05
202608,44200,C,51,2026-08-05
202608,44200,P,79,2026-08-05
202608,44250,C,1,2026-08-05
202608,44250,P,3,2026-08-05
202608,44300,C,39,2026-08-05
202608,44300,P,66,2026-08-05
202608,44350,C,0,2026-08-05
202608,44350,P,3,2026-08-05
202608,44400,C,68,2026-08-05
202608,44400,P,90,2026-08-05
202608,44450,C,2,2026-08-05
202608,44450,P,3,2026-08-05
202608,44500,C,238,2026-08-05
202608,44500,P,284,2026-08-05
202608,44550,C,1,2026-08-05
202608,44550,P,2,2026-08-05
202608,44600,C,151,2026-08-05
202608,44600,P,90,2026-08-05
202608,44650,C,10,2026-08-05
202608,44650,P,12,2026-08-05
202608,44700,C,92,2026-08-05
202608,44700,P,125,2026-08-05
202608,44800,C,490,2026-08-05
202608,44800,P,437,2026-08-05
202608,44900,C,66,2026-08-05
202608,44900,P,18,2026-08-05
202608,45000,C,690,2026-08-05
202608,45000,P,409,2026-08-05
202608,45100,C,101,2026-08-05
202608,45100,P,24,2026-08-05
202608,45200,C,182,2026-08-05
202608,45200,P,10,2026-08-05
202608,45300,C,96,2026-08-05
202608,45300,P,42,2026-08-05
202608,45400,C,478,2026-08-05
202608,45400,P,271,2026-08-05
202608,45500,C,511,2026-08-05
202608,45500,P,280,2026-08-05
202608,45600,C,420,2026-08-05
202608,45600,P,289,2026-08-05
202608,45700,C,196,2026-08-05
202608,45700,P,29,2026-08-05
202608,45800,C,283,2026-08-05
202608,45800,P,33,2026-08-05
202608,45900,C,122,2026-08-05
202608,45900,P,12,2026-08-05
202608,46000,C,1122,2026-08-05
202608,46000,P,105,2026-08-05
202608,46100,C,211,2026-08-05
202608,46100,P,19,2026-08-05
202608,46200,C,300,2026-08-05
202608,46200,P,42,2026-08-05
202608,46300,C,89,2026-08-05
202608,46300,P,31,2026-08-05
202608,46400,C,126,2026-08-05
202608,46400,P,1,2026-08-05
202608,46500,C,272,2026-08-05
202608,46500,P,245,2026-08-05
202608,46600,C,239,2026-08-05
202608,46600,P,3,2026-08-05
202608,46700,C,48,2026-08-05
202608,46700,P,286,2026-08-05
202608,46800,C,105,2026-08-05
202608,46800,P,4,2026-08-05
202608,46900,C,34,2026-08-05
202608,46900,P,1,2026-08-05
202608,47000,C,1290,2026-08-05
202608,47000,P,15,2026-08-05
202608,47100,C,39,2026-08-05
202608,47100,P,3,2026-08-05
202608,47200,C,430,2026-08-05
202608,47200,P,14,2026-08-05
202608,47300,C,557,2026-08-05
202608,47300,P,1,2026-08-05
202608,47400,C,370,2026-08-05
202608,47400,P,4,2026-08-05
202608,47500,C,229,2026-08-05
202608,47500,P,18,2026-08-05
202608,47600,C,33,2026-08-05
202608,47600,P,17,2026-08-05
202608,47700,C,74,2026-08-05
202608,47700,P,2,2026-08-05
202608,47800,C,72,2026-08-05
202608,47800,P,0,2026-08-05
202608,47900,C,45,2026-08-05
202608,47900,P,1,2026-08-05
202608,48000,C,1239,2026-08-05
202608,48000,P,33,2026-08-05
202608,48100,C,66,2026-08-05
202608,48100,P,0,2026-08-05
202608,48200,C,120,2026-08-05
202608,48200,P,0,2026-08-05
202608,48300,C,71,2026-08-05
202608,48300,P,0,2026-08-05
202608,48400,C,141,2026-08-05
202608,48400,P,1,2026-08-05
202608,48500,C,290,2026-08-05
202608,48500,P,2,2026-08-05
202608,48600,C,79,2026-08-05
202608,48600,P,1,2026-08-05
202608,48700,C,68,2026-08-05
202608,48700,P,1,2026-08-05
202608,48800,C,68,2026-08-05
202608,48800,P,0,2026-08-05
202608,48900,C,90,2026-08-05
202608,48900,P,0,2026-08-05
202608,49000,C,1160,2026-08-05
202608,49000,P,2,2026-08-05
202608,49100,C,453,2026-08-05
202608,49100,P,0,2026-08-05
202608,49200,C,185,2026-08-05
202608,49200,P,1,2026-08-05
202608,49300,C,386,2026-08-05
202608,49300,P,0,2026-08-05
202608,49400,C,446,2026-08-05
202608,49400,P,1,2026-08-05
202608,49500,C,507,2026-08-05
202608,49500,P,1,2026-08-05
202608,49600,C,165,2026-08-05
202608,49600,P,0,2026-08-05
202608,49700,C,71,2026-08-05
202608,49700,P,0,2026-08-05
202608,49800,C,198,2026-08-05
202608,49800,P,2,2026-08-05
202608,49900,C,144,2026-08-05
202608,49900,P,0,2026-08-05
202608,50000,C,2512,2026-08-05
202608,50000,P,4,2026-08-05
202608,50100,C,118,2026-08-05
202608,50100,P,1,2026-08-05
202608,50200,C,124,2026-08-05
202608,50200,P,0,2026-08-05
202608,50300,C,53,2026-08-05
202608,50300,P,0,2026-08-05
202608,50400,C,192,2026-08-05
202608,50400,P,0,2026-08-05
202608,50500,C,369,2026-08-05
202608,50500,P,1,2026-08-05
202608,50600,C,143,2026-08-05
202608,50600,P,0,2026-08-05
202608,50700,C,13,2026-08-05
202608,50700,P,0,2026-08-05
202608,50800,C,92,2026-08-05
202608,50800,P,0,2026-08-05
202608,50900,C,45,2026-08-05
202608,50900,P,0,2026-08-05
202608,51000,C,715,2026-08-05
202608,51000,P,1,2026-08-05
202608,51100,C,24,2026-08-05
202608,51100,P,0,2026-08-05
202608,51200,C,59,2026-08-05
202608,51200,P,0,2026-08-05
202608,51300,C,46,2026-08-05
202608,51300,P,0,2026-08-05
202608,51400,C,47,2026-08-05
202608,51400,P,0,2026-08-05
202608,51500,C,75,2026-08-05
202608,51500,P,0,2026-08-05
202608,51600,C,17,2026-08-05
202608,51600,P,0,2026-08-05
202608,51700,C,22,2026-08-05
202608,51700,P,0,2026-08-05
202608,51800,C,19,2026-08-05
202608,51800,P,0,2026-08-05
202608,51900,C,7,2026-08-05
202608,51900,P,0,2026-08-05
202608,52000,C,1313,2026-08-05
202608,52000,P,0,2026-08-05
202608,52100,C,31,2026-08-05
202608,52100,P,0,2026-08-05
202608,52200,C,13,2026-08-05
202608,52200,P,0,2026-08-05
202608,52300,C,36,2026-08-05
202608,52300,P,0,2026-08-05
202608,52400,C,15,2026-08-05
202608,52400,P,0,2026-08-05
202608,52500,C,69,2026-08-05
202608,52500,P,0,2026-08-05
202608,52600,C,43,2026-08-05
202608,52600,P,0,2026-08-05
202608,52700,C,27,2026-08-05
202608,52700,P,0,2026-08-05
202608,52800,C,25,2026-08-05
202608,52800,P,0,2026-08-05
202608,52900,C,13,2026-08-05
202608,52900,P,0,2026-08-05
202608,53000,C,599,2026-08-05
202608,53000,P,0,2026-08-05
202608,53100,C,22,2026-08-05
202608,53100,P,0,2026-08-05
202608,53200,C,31,2026-08-05
202608,53200,P,0,2026-08-05
202608,53300,C,22,2026-08-05
202608,53300,P,0,2026-08-05
202608,53400,C,36,2026-08-05
202608,53400,P,0,2026-08-05
202608,53500,C,235,2026-08-05
202608,53500,P,0,2026-08-05
202608,53600,C,27,2026-08-05
202608,53600,P,0,2026-08-05
202608,53700,C,10,2026-08-05
202608,53700,P,0,2026-08-05
202608,53800,C,23,2026-08-05
202608,53800,P,0,2026-08-05
202608,53900,C,46,2026-08-05
202608,53900,P,0,2026-08-05
202608,54000,C,249,2026-08-05
202608,54000,P,0,2026-08-05
202608,54100,C,10,2026-08-05
202608,54100,P,0,2026-08-05
202608,54200,C,137,2026-08-05
202608,54200,P,0,2026-08-05
202608,54300,C,31,2026-08-05
202608,54300,P,0,2026-08-05
202608,54400,C,44,2026-08-05
202608,54400,P,1,2026-08-05
202608,54500,C,268,2026-08-05
202608,54500,P,0,2026-08-05
202608,54600,C,189,2026-08-05
202608,54600,P,0,2026-08-05
202608,54700,C,245,2026-08-05
202608,54700,P,0,2026-08-05
202608,54800,C,357,2026-08-05
202608,54800,P,1,2026-08-05
202608,54900,C,335,2026-08-05
202608,54900,P,0,2026-08-05
202608,55000,C,3277,2026-08-05
202608,55000,P,0,2026-08-05
202609,21800,C,4,2026-08-05
202609,21800,P,772,2026-08-05
202609,22000,C,6,2026-08-05
202609,22000,P,308,2026-08-05
202609,22200,C,0,2026-08-05
202609,22200,P,130,2026-08-05
202609,22400,C,0,2026-08-05
202609,22400,P,217,2026-08-05
202609,22600,C,0,2026-08-05
202609,22600,P,238,2026-08-05
202609,22800,C,0,2026-08-05
202609,22800,P,19,2026-08-05
202609,23000,C,0,2026-08-05
202609,23000,P,65,2026-08-05
202609,23200,C,0,2026-08-05
202609,23200,P,231,2026-08-05
202609,23400,C,0,2026-08-05
202609,23400,P,12,2026-08-05
202609,23600,C,0,2026-08-05
202609,23600,P,10,2026-08-05
202609,23800,C,0,2026-08-05
202609,23800,P,14,2026-08-05
202609,24000,C,0,2026-08-05
202609,24000,P,87,2026-08-05
202609,24200,C,0,2026-08-05
202609,24200,P,52,2026-08-05
202609,24400,C,0,2026-08-05
202609,24400,P,12,2026-08-05
202609,24600,C,0,2026-08-05
202609,24600,P,19,2026-08-05
202609,24800,C,0,2026-08-05
202609,24800,P,73,2026-08-05
202609,25000,C,0,2026-08-05
202609,25000,P,98,2026-08-05
202609,25200,C,0,2026-08-05
202609,25200,P,29,2026-08-05
202609,25400,C,0,2026-08-05
202609,25400,P,23,2026-08-05
202609,25600,C,0,2026-08-05
202609,25600,P,17,2026-08-05
202609,25800,C,168,2026-08-05
202609,25800,P,29,2026-08-05
202609,26000,C,0,2026-08-05
202609,26000,P,104,2026-08-05
202609,26200,C,0,2026-08-05
202609,26200,P,21,2026-08-05
202609,26400,C,0,2026-08-05
202609,26400,P,11,2026-08-05
202609,26600,C,0,2026-08-05
202609,26600,P,23,2026-08-05
202609,26800,C,25,2026-08-05
202609,26800,P,37,2026-08-05
202609,27000,C,3,2026-08-05
202609,27000,P,12,2026-08-05
202609,27200,C,0,2026-08-05
202609,27200,P,6,2026-08-05
202609,27400,C,2,2026-08-05
202609,27400,P,1,2026-08-05
202609,27600,C,2,2026-08-05
202609,27600,P,6,2026-08-05
202609,27800,C,6,2026-08-05
202609,27800,P,16,2026-08-05
202609,28000,C,1,2026-08-05
202609,28000,P,55,2026-08-05
202609,28200,C,2,2026-08-05
202609,28200,P,6,2026-08-05
202609,28400,C,21,2026-08-05
202609,28400,P,14,2026-08-05
202609,28600,C,0,2026-08-05
202609,28600,P,15,2026-08-05
202609,28800,C,0,2026-08-05
202609,28800,P,11,2026-08-05
202609,29000,C,2,2026-08-05
202609,29000,P,27,2026-08-05
202609,29200,C,4,2026-08-05
202609,29200,P,18,2026-08-05
202609,29400,C,1,2026-08-05
202609,29400,P,19,2026-08-05
202609,29600,C,2,2026-08-05
202609,29600,P,27,2026-08-05
202609,29800,C,4,2026-08-05
202609,29800,P,22,2026-08-05
202609,30000,C,24,2026-08-05
202609,30000,P,786,2026-08-05
202609,30200,C,4,2026-08-05
202609,30200,P,13,2026-08-05
202609,30400,C,0,2026-08-05
202609,30400,P,15,2026-08-05
202609,30600,C,6,2026-08-05
202609,30600,P,9,2026-08-05
202609,30800,C,7,2026-08-05
202609,30800,P,22,2026-08-05
202609,31000,C,1,2026-08-05
202609,31000,P,52,2026-08-05
202609,31200,C,0,2026-08-05
202609,31200,P,33,2026-08-05
202609,31400,C,1,2026-08-05
202609,31400,P,19,2026-08-05
202609,31600,C,0,2026-08-05
202609,31600,P,45,2026-08-05
202609,31800,C,1,2026-08-05
202609,31800,P,40,2026-08-05
202609,32000,C,21,2026-08-05
202609,32000,P,39,2026-08-05
202609,32200,C,19,2026-08-05
202609,32200,P,12,2026-08-05
202609,32400,C,0,2026-08-05
202609,32400,P,22,2026-08-05
202609,32600,C,0,2026-08-05
202609,32600,P,35,2026-08-05
202609,32800,C,2,2026-08-05
202609,32800,P,31,2026-08-05
202609,33000,C,35,2026-08-05
202609,33000,P,116,2026-08-05
202609,33200,C,4,2026-08-05
202609,33200,P,22,2026-08-05
202609,33400,C,2,2026-08-05
202609,33400,P,14,2026-08-05
202609,33600,C,1,2026-08-05
202609,33600,P,20,2026-08-05
202609,33800,C,1,2026-08-05
202609,33800,P,27,2026-08-05
202609,33900,C,0,2026-08-05
202609,33900,P,0,2026-08-05
202609,34000,C,115,2026-08-05
202609,34000,P,121,2026-08-05
202609,34100,C,0,2026-08-05
202609,34100,P,3,2026-08-05
202609,34200,C,1,2026-08-05
202609,34200,P,19,2026-08-05
202609,34300,C,0,2026-08-05
202609,34300,P,0,2026-08-05
202609,34400,C,0,2026-08-05
202609,34400,P,10,2026-08-05
202609,34500,C,0,2026-08-05
202609,34500,P,17,2026-08-05
202609,34600,C,3,2026-08-05
202609,34600,P,8,2026-08-05
202609,34700,C,0,2026-08-05
202609,34700,P,0,2026-08-05
202609,34800,C,3,2026-08-05
202609,34800,P,12,2026-08-05
202609,34900,C,0,2026-08-05
202609,34900,P,0,2026-08-05
202609,35000,C,6,2026-08-05
202609,35000,P,137,2026-08-05
202609,35100,C,0,2026-08-05
202609,35100,P,0,2026-08-05
202609,35200,C,1,2026-08-05
202609,35200,P,44,2026-08-05
202609,35300,C,0,2026-08-05
202609,35300,P,0,2026-08-05
202609,35400,C,0,2026-08-05
202609,35400,P,11,2026-08-05
202609,35500,C,0,2026-08-05
202609,35500,P,60,2026-08-05
202609,35600,C,0,2026-08-05
202609,35600,P,8,2026-08-05
202609,35700,C,0,2026-08-05
202609,35700,P,0,2026-08-05
202609,35800,C,3,2026-08-05
202609,35800,P,13,2026-08-05
202609,35900,C,0,2026-08-05
202609,35900,P,3,2026-08-05
202609,36000,C,41,2026-08-05
202609,36000,P,225,2026-08-05
202609,36100,C,0,2026-08-05
202609,36100,P,2,2026-08-05
202609,36200,C,0,2026-08-05
202609,36200,P,10,2026-08-05
202609,36300,C,0,2026-08-05
202609,36300,P,4,2026-08-05
202609,36400,C,0,2026-08-05
202609,36400,P,3,2026-08-05
202609,36500,C,0,2026-08-05
202609,36500,P,49,2026-08-05
202609,36600,C,0,2026-08-05
202609,36600,P,4,2026-08-05
202609,36700,C,0,2026-08-05
202609,36700,P,4,2026-08-05
202609,36800,C,19,2026-08-05
202609,36800,P,25,2026-08-05
202609,36900,C,0,2026-08-05
202609,36900,P,0,2026-08-05
202609,37000,C,29,2026-08-05
202609,37000,P,77,2026-08-05
202609,37100,C,0,2026-08-05
202609,37100,P,1,2026-08-05
202609,37200,C,5,2026-08-05
202609,37200,P,83,2026-08-05
202609,37300,C,0,2026-08-05
202609,37300,P,2,2026-08-05
202609,37400,C,1,2026-08-05
202609,37400,P,2,2026-08-05
202609,37500,C,0,2026-08-05
202609,37500,P,16,2026-08-05
202609,37600,C,0,2026-08-05
202609,37600,P,25,2026-08-05
202609,37700,C,0,2026-08-05
202609,37700,P,4,2026-08-05
202609,37800,C,2,2026-08-05
202609,37800,P,5,2026-08-05
202609,37900,C,0,2026-08-05
202609,37900,P,1,2026-08-05
202609,38000,C,17,2026-08-05
202609,38000,P,60,2026-08-05
202609,38100,C,0,2026-08-05
202609,38100,P,2,2026-08-05
202609,38200,C,0,2026-08-05
202609,38200,P,0,2026-08-05
202609,38300,C,0,2026-08-05
202609,38300,P,1,2026-08-05
202609,38400,C,0,2026-08-05
202609,38400,P,1,2026-08-05
202609,38500,C,1,2026-08-05
202609,38500,P,21,2026-08-05
202609,38600,C,1,2026-08-05
202609,38600,P,10,2026-08-05
202609,38700,C,0,2026-08-05
202609,38700,P,2,2026-08-05
202609,38800,C,20,2026-08-05
202609,38800,P,5,2026-08-05
202609,38900,C,0,2026-08-05
202609,38900,P,7,2026-08-05
202609,39000,C,50,2026-08-05
202609,39000,P,92,2026-08-05
202609,39100,C,1,2026-08-05
202609,39100,P,38,2026-08-05
202609,39200,C,1,2026-08-05
202609,39200,P,22,2026-08-05
202609,39300,C,1,2026-08-05
202609,39300,P,19,2026-08-05
